"","x"
"1","WATER_RIGHT_ID"
"2","APPL_ID"
"3","YEAR"
"4","MONTH"
"5","AMOUNT"
"6","DIVERSION_TYPE"
"7","WR_WATER_RIGHT_ID"
"8","APPLICATION_NUMBER"
"9","CERTIFICATE_ID"
"10","PERMIT_ID"
"11","LICENSE_ID"
"12","WATER_RIGHT_TYPE"
"13","WATER_RIGHT_STATUS"
"14","APPLICATION_NUMBER_PARTY"
"15","PWSS_ID"
"16","PRIORITY_DATE"
"17","RECEIPT_DATE"
"18","REJECTION_DATE"
"19","APPLICATION_RECD_DATE"
"20","APPLICATION_ACCEPTANCE_DATE"
"21","PROJECT_TYPE"
"22","RECORD_SUMMARY"
"23","INCOMPLETE_STATEMENT"
"24","NUMBER_OF_PROTESTS"
"25","AGENT_NAME"
"26","AGENT_ENTITY_TYPE"
"27","APPLICATION_PRIMARY_OWNER"
"28","PRIMARY_OWNER_ENTITY_TYPE"
"29","SUB_TYPE"
"30","INI_REPORTED_DIV_AMOUNT"
"31","INI_REPORTED_DIV_UNIT"
"32","FACE_VALUE_AMOUNT"
"33","FACE_VALUE_UNITS"
"34","FEE_DUE"
"35","FEE_RECEIVED"
"36","APPL_FEE_AMOUNT"
"37","APPL_FEE_AMT_RECD"
"38","MAX_DD_APPL"
"39","MAX_DD_UNITS"
"40","MAX_DD_ANN"
"41","MAX_STORAGE"
"42","MAX_TAKEN_FROM_SOURCE"
"43","YEAR_DIVERSION_COMMENCED"
"44","MAX_BENEFICIALLY_USED"
"45","SUPPLEMENTAL_STATEMENT_CYCLE"
"46","TYPE_OF_DIVERSION_FACILITY"
"47","QUANTITY_OF_WATER_DIVERTED"
"48","QOW_DIVERTED_UNIT"
"49","QUANTITY_MEASUREMENT_YEAR"
"50","MAX_RATE_OF_DIVERSION"
"51","MAX_RATE_OF_DIV_UNIT"
"52","RECENT_WATER_USE_MIN"
"53","WATER_USE_MIN_UNIT"
"54","RECENT_WATER_USE_MAX"
"55","WATER_USE_MAX_UNIT"
"56","REQUEST_FOR_REVOCATION_RECD"
"57","NUM_COMMENTS"
"58","NUM_ATTACHMENTS"
"59","LAST_UPDATE_DATE"
"60","STATE_WELL_NUMBER"
"61","DRILLED_WELL_YEAR"
"62","SURFACE_WATER_DIVERSIONS"
"63","DEPTH_OF_WELL"
"64","RELATIONSHIP_TYPE"
"65","PARTY_ID"
"66","EFFECTIVE_FROM_DATE"
"67","EFFECTIVE_TO_DATE"
"68","PRIMARY_OWNER_NAME"
"69","PRIMARY_OWNER_ENTITY_TYPE_P"
"70","OFFICIAL_MAIL_RECEIVER"
"71","COUNT_NPO_OR_OTHER"
"72","CURRENT_STATUS"
"73","EFFECTIVE_DATE"
"74","UPDATE_DATETIME"
"75","USE_CODE"
"76","USE_STATUS"
"77","NUMBER_OF_RESIDENCES"
"78","SEPERATELY_OWNED"
"79","USE_POPULATION"
"80","USE_POPULATION_PEOPLE"
"81","ESTIMATED_USE_PER_PERSON"
"82","USE_POPULATION_STOCK"
"83","TYPE_OF_STOCK"
"84","AREA_FOR_INCI_IRRIGATION"
"85","USE_NET_ACREAGE"
"86","USE_GROSS_ACREAGE"
"87","USE_DIRECT_DIV_ANNUAL_AMOUNT"
"88","USE_DIRECT_DIVERSION_RATE"
"89","USE_DIRECT_DIV_RATE_UNITS"
"90","POU_DEVELOPMENT_STATUS"
"91","DIRECT_DIV_SEASON_START"
"92","DIRECT_DIV_SEASON_END"
"93","USE_STORAGE_AMOUNT"
"94","STORAGE_SEASON_START"
"95","STORAGE_SEASON_END"
"96","SEASON_DIRECT_DIV_RATE"
"97","SEASON_STORAGE_AMOUNT"
"98","SEASON_DIRECT_DIV_AA"
"99","DIRECT_DIV_SEASON_STATUS"
"100","COLLECTION_SEASON_STATUS"
"101","USE_COUNT"
"102","POD_NUMBER"
"103","POD_ID"
"104","POD_STATUS"
"105","SOURCE_TYPE"
"106","POD_NAME"
"107","POD_TYPE"
"108","DIVERSION_WORKS_STATUS"
"109","STREAM_CLASSIFICATION"
"110","DIRECT_DIV_AMOUNT"
"111","DIRECT_DIVERSION_RATE"
"112","DIRECT_DIV_RATE_UNIT"
"113","STORAGE_AMOUNT"
"114","DIVERSION_RATE_TO_OFF_STREAM"
"115","OFF_STO_DIV_RATE_UNIT"
"116","POD_LAST_UPDATE_DATE"
"117","POD_COUNT"
"118","APPLICATION_ID"
"119","OBJECTID"
"120","POD_NUMBER_GIS"
"121","HAS_OPOD"
"122","APPL_POD"
"123","POD_ID_GIS"
"124","COUNTY"
"125","PARCEL_NUMBER"
"126","SP_ZONE"
"127","DIVERSION_SITE_NAME"
"128","NORTH_COORD"
"129","EAST_COORD"
"130","LATITUDE"
"131","LONGITUDE"
"132","QUARTER_QUARTER"
"133","QUARTER"
"134","SECTION_CLASSIFIER"
"135","SECTION_NUMBER"
"136","TOWNSHIP_NUMBER"
"137","TOWNSHIP_DIRECTION"
"138","RANGE_NUMBER"
"139","RANGE_DIRECTION"
"140","MERIDIAN"
"141","LOCATION_METHOD"
"142","SPECIAL_USE_AREA"
"143","SOURCE_NAME"
"144","TRIB_DESC"
"145","WATERSHED"
"146","HUC_12_NUMBER"
"147","HUC_12_NAME"
"148","HUC_8_NUMBER"
"149","HUC_8_NAME"
"150","QUAD_MAP_NAME"
"151","QUAD_MAP_NUMBER"
"152","PERMIT_PERMIT_ID"
"153","PERMIT_ORIGINAL_ISSUE_DATE"
"154","COMPLETE_CONSTRUCTION_DATE"
"155","COMPLETE_APPLIC_WATER_DATE"
"156","LICENSE_LICENSE_ID"
"157","LICENSE_ORIGINAL_ISSUE_DATE"
"158","WATER_RIGHT_DESCRIPTION"
"159","PROGRAM_UNIT"
"160","LICENSE_REQUEST_TYPE"
"161","LICENSE_REQUESTED_DATE"
"162","INSPECTION_DATE"
"163","REPORT_DATE"
"164","OFFER_SENT_DATE"
"165","ACCEPTED_OFFER_DATE"
"166","PETITION_ID"
"167","PETITION_TYPE"
"168","PETITION_STATUS_TYPE"
"169","DATE_RECEIVED"
"170","DATE_COMPLETED"
"171","PET_LAST_UPDATE_DATE"
"172","NUM_OF_PETITIONS"
"173","ENF_CASE_NUMBER"
"174","ENF_CASE_START_DATE"
"175","ENF_CASE_CLOSURE_DATE"
"176","ENF_CASE_COUNTY"
"177","NUMBER_OF_ENFORCEMENT_CASE"
